"炼雀老磊","瘤开(矫)","瘤开(焙)","乞闭 扁柯(∑C)","弥绊 扁柯(∑C)","弥历 扁柯(∑C)","傈斥 扁柯(∑C)","乞斥 扁柯(∑C)","乞斥 弥绊 扁柯(∑C)","乞斥 弥历 扁柯(∑C)","乞闭 碍荐樊(mm)","傈斥 碍荐樊(mm)","乞斥 碍荐樊(mm)","乞闭 老炼矫埃(hr)","傈斥 老炼矫埃(hr)","乞斥 老炼矫埃(hr)","乞闭 老荤樊(MJ/С)","傈斥 老荤樊(MJ/С)","乞斥 老荤樊(MJ/С)","乞闭 嚼档(%)","傈斥 嚼档(%)","乞斥 嚼档(%)","乞闭 款樊(1/10)","傈斥 款樊(1/10)","乞斥 款樊(1/10)","乞闭 利汲樊(cm)","傈斥 利汲樊(cm)","乞斥 利汲樊(cm)","乞闭 鉴埃弥措浅加(m/s)","傈斥 鉴埃弥措浅加(m/s)","乞斥 鉴埃弥措浅加(m/s)"
"20240117","何魂","秦款措备","8.9","12.6","3.8","1.5","3.8","8.4","0.1","0.0","0.0","1.5","0.3","8.3","6.3","3.89","12.45","0.0","67.0","39.5","48.8","9.1","1.4","3.6","0.0","0.0","0.0","8.7","14.3","3.5"
"20240116","何魂","秦款措备","4.9","11.7","-0.3","1.3","3.7","8.4","0.0","0.0","0.0","1.7","9.5","9.0","6.1","12.87","13.82","0.0","44.1","50.5","49.6","2.9","1.3","3.7","0.0","0.0","0.0","8.2","16.6","3.4"
"20240115","何魂","秦款措备","5.3","10.8","2.2","6.0","3.6","8.1","0.0","0.0","0.0","1.8","9.4","0.0","5.9","13.65","1.11","0.0","32.1","86.8","50.3","0.0","8.9","3.8","0.0","0.0","0.0","11.6","12.0","3.4"
"20240114","何魂","秦款措备","9.1","13.8","2.2","10.3","3.4","8.0","-0.1","0.0","0.3","1.6","8.6","0.0","6.0","11.74","1.53","0.0","61.4","89.8","49.7","2.4","8.9","3.7","0.0","0.0","0.0","13.7","11.4","3.5"
"20240113","何魂","秦款措备","4.6","10.3","1.4","14.6","3.4","8.0","-0.1","0.0","77.1","1.2","9.3","0.0","6.2","13.1","1.89","0.0","36.9","98.8","48.4","0.0","9.0","3.6","0.0","0.0","0.0","10.3","15.2","3.5"
"20240112","何魂","秦款措备","6.7","11.4","2.7","11.8","3.3","7.8","-0.2","0.0","0.8","0.8","9.0","7.1","6.4","11.84","11.24","0.0","51.9","71.1","47.5","0.0","3.0","3.4","0.0","0.0","0.0","7.9","6.2","3.5"
"20240111","何魂","秦款措备","5.4","10.4","3.1","8.9","3.3","7.8","-0.2","0.0","0.0","0.6","9.3","9.3","6.6","13.27","12.42","0.0","52.6","60.8","46.5","0.0","0.8","3.1","0.0","0.0","0.0","11.1","8.4","3.5"
"20240110","何魂","秦款措备","5.3","10.2","1.8","7.8","3.3","7.9","-0.2","0.5","0.0","0.6","5.3","8.6","6.8","9.72","12.51","0.0","69.9","58.1","45.8","3.9","2.0","2.9","0.0","0.0","0.0","11.3","8.8","3.6"
"20240109","何魂","秦款措备","3.8","6.6","-0.3","9.3","3.5","8.0","-0.1","4.0","0.0","1.0","1.3","8.5","6.8","5.21","11.1","0.0","52.3","56.9","45.7","6.8","0.0","3.0","0.0","0.0","0.0","12.0","10.7","3.6"
"20240108","何魂","秦款措备","0.8","7.3","-4.0","6.2","3.6","8.2","0.0","0.0","0.0","1.4","9.1","9.2","6.7","13.44","12.87","0.0","32.5","42.4","46.4","0.9","0.0","3.0","0.0","0.0","0.0","9.3","10.2","3.5"
"20240107","何魂","秦款措备","2.2","5.9","-1.1","5.7","3.7","8.3","0.1","0.0","1.0","1.4","8.9","6.9","6.5","12.84","9.88","0.0","34.3","52.9","46.6","0.3","0.9","3.2","0.0","0.0","0.0","13.7","14.5","3.5"
"20240106","何魂","秦款措备","7.0","11.6","3.7","5.3","3.9","8.6","0.3","0.0","0.0","1.4","7.7","8.9","6.4","11.95","12.11","0.0","38.3","51.3","45.6","1.4","2.9","3.3","0.0","0.0","0.0","9.7","9.2","3.5"
"20240105","何魂","秦款措备","8.6","13.5","4.8","4.6","4.0","8.7","0.4","0.0","0.0","1.2","8.9","7.5","6.4","11.29","9.76","0.0","60.4","47.1","44.7","0.6","2.5","3.2","0.0","0.0","0.0","15.8","7.0","3.5"
"20240104","何魂","秦款措备","5.2","10.3","1.3","2.6","4.1","8.9","0.4","0.0","0.0","0.7","9.2","9.2","6.8","13.11","12.4","0.0","45.5","39.5","44.2","0.0","0.0","2.9","0.0","0.0","0.0","10.0","12.2","3.4"
"20240103","何魂","秦款措备","5.6","9.0","3.3","1.5","4.0","8.9","0.2","0.0","0.0","0.3","4.9","9.0","6.9","8.62","13.48","0.0","57.8","28.3","43.4","4.8","0.9","2.6","0.0","0.0","0.0","11.4","11.4","3.5"
"20240102","何魂","秦款措备","-99.0","12.6","6.0","3.1","3.9","8.8","0.2","0.0","0.0","0.2","0.0","8.6","7.1","0.0","12.22","0.0","0.0","19.5","43.6","0.0","4.1","2.4","0.0","0.0","0.0","7.9","13.4","3.6"
"20240101","何魂","秦款措备","7.3","13.2","4.0","4.0","4.0","8.9","0.1","0.0","0.0","0.2","6.9","8.7","7.1","10.88","11.06","0.0","59.0","43.8","44.4","2.5","1.3","2.4","0.0","0.0","0.0","9.2","9.2","3.6"
"20231231","何魂","秦款措备","8.1","12.3","4.5","2.6","4.0","9.0","0.1","0.0","0.0","0.2","5.4","9.2","7.2","9.85","12.45","0.0","67.1","50.3","44.6","3.4","0.5","2.3","0.0","0.0","0.0","14.8","12.2","3.6"
"20231230","何魂","秦款措备","8.2","13.2","3.3","2.4","4.0","8.8","0.1","2.2","0.0","0.5","6.3","9.1","7.0","10.12","11.59","0.0","58.4","52.5","44.3","5.0","1.0","2.4","0.0","0.0","0.0","9.5","10.3","3.5"
"20231229","何魂","秦款措备","6.1","11.8","1.6","1.8","4.1","8.8","0.3","0.0","0.0","0.8","8.9","9.2","7.1","11.74","12.36","0.0","47.5","46.1","43.7","1.8","1.8","2.4","0.0","0.0","0.0","12.4","10.7","3.4"
"20231228","何魂","秦款措备","8.0","13.1","4.3","2.9","4.2","9.0","0.4","0.0","0.0","1.0","8.9","7.7","7.0","11.48","9.95","0.0","49.8","47.1","43.7","0.0","2.5","2.5","0.0","0.0","0.0","8.7","11.2","3.3"
"20231227","何魂","秦款措备","7.2","12.8","3.9","3.8","4.4","9.2","0.7","0.0","0.0","1.0","7.7","9.1","7.0","11.47","12.65","0.0","50.4","31.8","44.4","4.3","0.0","2.5","0.0","0.0","0.0","7.4","10.9","3.4"
"20231226","何魂","秦款措备","4.5","9.6","0.4","2.9","4.7","9.4","1.0","0.0","0.0","1.0","8.3","8.7","6.8","11.56","11.54","0.0","53.5","35.3","45.6","3.3","1.3","2.7","0.0","0.0","0.0","8.4","10.4","3.4"
"20231225","何魂","秦款措备","2.2","7.0","-1.7","1.7","5.0","9.7","1.3","0.0","0.0","0.8","9.0","9.2","6.9","11.89","12.86","0.0","49.6","39.3","46.8","0.3","0.0","2.6","0.0","0.0","0.0","9.4","13.9","3.4"
"20231224","何魂","秦款措备","2.0","6.9","-1.5","-2.0","5.3","10.0","1.6","0.0","0.0","0.7","4.1","9.1","6.8","8.1","12.53","0.0","53.9","49.5","48.5","4.5","0.0","2.7","0.0","0.0","0.0","7.8","13.0","3.6"
"20231223","何魂","秦款措备","-1.5","3.2","-5.8","-3.7","5.6","10.2","1.9","0.0","0.0","0.9","8.4","8.8","6.5","11.8","11.86","0.0","39.6","43.9","49.8","3.5","0.6","2.9","0.0","0.0","0.0","14.7","27.5","3.5"
"20231222","何魂","秦款措备","-4.7","-0.5","-8.1","0.0","5.8","10.4","2.1","0.0","0.0","0.9","9.2","7.7","6.4","12.67","10.67","0.0","38.5","49.1","50.1","0.0","2.4","3.0","0.0","0.0","0.0","13.0","17.6","3.4"
"20231221","何魂","秦款措备","-4.5","-0.3","-7.4","4.5","5.8","10.3","2.1","0.0","19.4","1.0","9.1","1.2","6.5","12.58","3.01","0.0","39.9","81.3","49.4","0.0","6.5","2.9","0.0","0.0","0.0","12.2","10.5","3.4"
"20231220","何魂","秦款措备","0.7","4.9","-4.4","3.0","5.5","10.1","1.8","0.0","0.0","0.9","5.1","9.1","6.5","9.55","12.35","0.0","46.9","42.0","48.3","3.6","1.9","2.9","0.0","0.0","0.0","14.1","12.4","3.3"
"20231219","何魂","秦款措备","1.9","5.9","-1.9","-0.6","5.3","9.9","1.7","0.0","0.0","0.8","1.9","9.1","6.4","7.0","12.31","0.0","36.3","42.3","48.3","7.8","0.3","3.0","0.0","0.0","0.0","9.1","6.9","3.2"
"20231218","何魂","秦款措备","-1.3","3.1","-5.4","-3.5","5.2","9.8","1.4","0.0","0.0","0.9","7.4","8.6","6.6","10.69","12.17","0.0","32.6","35.9","47.0","5.5","0.0","2.9","0.0","0.0","0.0","14.0","12.1","3.2"
"20231217","何魂","秦款措备","-2.7","1.0","-5.1","0.4","5.0","9.6","1.3","0.0","0.0","0.7","9.0","3.5","6.7","12.72","9.06","0.0","37.1","33.8","46.5","1.3","5.1","2.7","0.0","0.0","0.0","13.8","14.0","3.2"
"20231216","何魂","秦款措备","3.8","8.7","-1.8","3.6","5.0","9.5","1.3","3.1","0.0","1.3","1.3","7.8","6.7","5.76","11.33","0.0","52.8","32.1","46.3","6.0","6.6","2.6","0.0","0.0","0.0","17.9","11.8","3.2"
"20231215","何魂","秦款措备","13.0","18.0","8.5","1.6","5.3","9.8","1.5","17.8","0.0","1.6","0.0","9.1","6.6","0.58","12.28","0.0","89.0","48.9","47.2","10.0","1.5","2.8","0.0","0.0","0.0","12.6","10.4","3.2"
"20231214","何魂","秦款措备","11.9","13.1","10.4","-0.4","5.4","9.9","1.6","32.8","0.0","1.5","0.0","9.2","6.7","1.48","12.53","0.0","78.5","41.8","46.5","9.4","0.6","2.9","0.0","0.0","0.0","8.3","15.6","3.2"
"20231213","何魂","秦款措备","11.0","16.1","7.5","6.4","5.6","10.1","1.9","0.0","0.0","1.3","6.8","6.4","6.7","10.92","10.09","0.0","60.0","47.3","47.2","4.1","2.1","2.8","0.0","0.0","0.0","8.5","15.2","3.2"
"20231212","何魂","秦款措备","9.9","13.7","8.8","8.0","6.0","10.5","2.2","0.0","2.0","1.6","0.0","1.1","6.5","3.45","4.87","0.0","69.1","70.5","48.2","8.6","6.5","3.0","0.0","0.0","0.0","12.9","12.8","3.3"
"20231211","何魂","秦款措备","14.4","16.0","13.4","7.6","6.2","10.8","2.4","46.2","0.0","0.9","0.0","8.8","6.5","0.84","11.94","0.0","84.6","40.8","48.8","10.0","2.4","3.2","0.0","0.0","0.0","13.7","13.1","3.2"
"20231210","何魂","秦款措备","15.0","19.9","11.6","9.3","6.3","10.8","2.5","0.0","0.0","0.7","7.5","4.2","6.5","10.16","7.72","0.0","64.1","47.3","49.2","5.0","5.9","3.1","0.0","0.0","0.0","7.2","10.9","3.2"
"20231209","何魂","秦款措备","16.3","20.7","14.1","9.5","6.5","11.0","2.8","0.0","0.0","0.8","5.0","3.8","6.4","8.88","8.27","0.0","62.4","42.5","50.4","3.8","5.5","3.2","0.0","0.0","0.0","13.4","6.7","3.2"
"20231208","何魂","秦款措备","14.6","17.9","8.5","7.8","6.5","11.0","2.7","0.0","0.0","1.3","6.9","9.1","6.4","10.67","11.6","0.0","59.0","40.5","50.4","3.6","3.9","3.2","0.0","0.0","0.0","15.7","6.8","3.1"
"20231207","何魂","秦款措备","9.4","12.8","6.3","7.2","6.4","10.9","2.6","0.0","0.0","1.0","9.2","8.0","6.5","12.26","11.47","0.0","35.4","44.6","49.6","0.0","2.8","3.2","0.0","0.0","0.0","17.6","10.1","3.2"
"20231206","何魂","秦款措备","11.1","14.8","6.2","4.1","6.6","11.1","2.8","0.7","0.0","1.5","5.1","9.2","6.5","8.31","12.32","0.0","47.5","40.0","50.1","4.0","0.1","3.1","0.0","0.0","0.0","14.0","16.5","3.2"
"20231205","何魂","秦款措备","10.5","16.3","5.4","3.5","6.9","11.4","3.1","0.0","0.0","1.8","8.2","5.8","6.5","10.59","9.81","0.0","39.1","22.3","50.0","4.0","5.3","3.2","0.0","0.0","0.0","6.8","17.3","3.2"
"20231204","何魂","秦款措备","8.6","13.4","4.5","6.5","7.3","11.9","3.5","0.0","0.0","1.8","9.2","6.3","6.5","12.75","10.46","0.0","38.9","32.1","50.3","2.8","7.9","3.2","0.0","0.0","0.0","9.2","13.5","3.2"
"20231203","何魂","秦款措备","7.9","12.8","4.9","7.0","7.9","12.5","4.1","0.0","0.0","1.4","9.2","1.9","6.5","12.44","6.02","0.0","40.5","51.1","51.1","0.0","7.1","3.2","0.0","0.0","0.0","10.1","8.0","3.2"
"20231202","何魂","秦款措备","5.2","10.3","-1.1","2.3","8.4","13.0","4.7","0.0","0.0","1.6","9.4","8.7","6.3","12.99","13.09","0.0","44.6","40.4","52.7","2.3","2.5","3.3","0.0","0.0","0.0","12.6","8.5","3.1"
"20231201","何魂","秦款措备","2.4","7.4","-1.7","0.7","8.9","13.4","5.2","0.0","0.0","1.3","9.4","6.0","6.1","13.11","11.24","0.0","37.3","32.6","53.4","0.3","6.1","3.6","0.0","0.0","0.0","14.9","14.2","3.0"
"20231130","何魂","秦款措备","2.6","7.5","0.0","2.7","9.2","13.7","5.5","0.0","0.0","1.1","8.7","4.7","6.0","13.18","9.49","0.0","31.3","29.3","54.2","2.0","8.5","3.6","0.0","0.0","0.0","14.4","19.9","3.0"
"20231129","何魂","秦款措备","6.9","9.2","3.8","14.9","9.3","13.8","5.6","0.0","22.4","1.1","0.6","0.0","6.0","6.13","2.89","0.0","43.5","72.0","54.1","7.0","9.8","3.6","0.0","0.0","0.0","13.4","17.5","3.0"
"20231128","何魂","秦款措备","8.6","12.8","5.2","17.9","9.4","13.9","5.9","0.0","1.1","1.0","8.3","3.3","5.9","11.49","8.96","0.0","33.1","75.6","54.5","0.6","6.9","3.8","0.0","0.0","0.0","13.8","12.7","3.1"
"20231127","何魂","秦款措备","11.4","15.6","6.9","13.6","9.6","14.2","5.9","0.0","0.0","2.1","2.3","7.5","6.1","6.73","12.01","0.0","53.9","45.5","54.7","5.4","4.5","3.7","0.0","0.0","0.0","12.4","10.7","3.1"
"20231126","何魂","秦款措备","8.0","12.4","4.6","15.0","9.7","14.4","6.0","0.0","0.0","2.1","3.0","9.3","6.2","7.64","12.53","0.0","32.9","50.1","54.9","4.8","0.0","3.5","0.0","0.0","0.0","9.4","9.8","3.2"
"20231125","何魂","秦款措备","4.3","10.6","-0.9","14.3","10.0","14.7","6.3","0.0","0.0","2.1","9.5","7.7","6.3","13.78","11.9","0.0","32.0","65.4","54.7","0.6","3.8","3.5","0.0","0.0","0.0","13.7","9.9","3.2"
"20231124","何魂","秦款措备","6.1","12.5","1.4","12.9","10.1","14.9","6.4","0.0","0.0","2.0","9.5","8.1","6.4","13.98","11.31","0.0","26.4","50.3","54.1","0.4","3.8","3.4","0.0","0.0","0.0","17.1","10.5","3.1"
"20231123","何魂","秦款措备","16.2","20.5","12.5","14.6","10.2","15.0","6.3","0.0","0.2","2.0","8.6","6.2","6.6","10.99","10.97","0.0","56.5","72.9","53.0","2.5","4.1","3.3","0.0","0.0","0.0","15.3","11.3","3.0"
"20231122","何魂","秦款措备","14.9","19.8","10.9","14.6","10.1","15.0","6.3","0.0","10.9","1.1","9.5","0.0","6.7","13.5","3.54","0.0","61.4","76.9","51.7","2.5","9.4","3.1","0.0","0.0","0.0","10.7","8.1","3.0"
"20231121","何魂","秦款措备","12.6","17.4","7.8","15.4","10.2","15.0","6.4","0.0","0.0","1.2","9.7","6.0","6.7","14.16","9.5","0.0","54.1","66.1","51.5","0.0","5.3","3.3","0.0","0.0","0.0","10.7","6.3","3.1"
"20231120","何魂","秦款措备","11.0","16.7","7.9","15.3","10.2","14.9","6.4","0.0","0.0","1.9","9.7","1.6","6.7","14.12","5.06","0.0","47.9","70.6","51.3","0.0","6.1","3.2","0.0","0.0","0.0","8.7","6.9","3.1"
"20231119","何魂","秦款措备","9.2","13.7","3.6","16.1","10.4","15.1","6.6","0.0","0.0","2.0","9.6","6.7","6.6","14.09","12.06","0.0","48.9","65.5","52.1","0.0","5.8","3.3","0.0","0.0","0.0","12.0","10.5","3.1"
"20231118","何魂","秦款措备","4.6","10.7","-0.7","14.4","10.7","15.4","7.0","0.3","0.0","1.9","9.5","0.0","6.7","14.41","0.0","0.0","45.3","61.3","52.7","0.3","0.0","3.4","0.3","0.0","0.0","17.2","0.0","3.1"
"20231117","何魂","秦款措备","7.2","12.3","4.0","12.8","11.0","15.7","7.3","0.0","0.0","1.6","7.5","0.0","6.7","13.0","0.0","0.0","50.3","46.0","53.2","2.9","4.1","3.5","0.0","0.0","0.0","14.2","0.0","3.2"
"20231116","何魂","秦款措备","9.9","14.2","7.0","12.8","11.5","16.1","7.8","11.7","0.0","1.3","0.0","8.7","6.7","4.67","13.32","0.0","65.5","50.1","53.9","7.8","1.3","3.5","0.0","0.0","0.0","15.2","7.2","3.1"
"20231115","何魂","秦款措备","10.6","16.1","7.5","11.3","12.0","16.6","8.3","0.0","0.0","0.7","9.8","9.9","6.6","14.17","14.71","0.0","46.4","50.8","55.3","0.0","0.0","3.7","0.0","0.0","0.0","10.8","11.6","3.1"
"20231114","何魂","秦款措备","8.8","15.3","3.1","12.8","12.3","16.9","8.7","0.0","0.0","0.9","9.9","0.6","6.8","15.12","5.54","0.0","38.3","67.4","55.9","1.8","6.8","3.5","0.0","0.0","0.0","11.6","10.3","3.1"
"20231113","何魂","秦款措备","6.5","12.5","2.3","17.8","12.7","17.3","9.1","0.0","24.8","1.2","10.0","4.0","6.7","15.52","10.18","0.0","28.3","76.6","57.8","0.0","8.0","3.6","0.0","0.0","0.0","14.3","17.5","3.2"
"20231112","何魂","秦款措备","6.7","11.4","3.8","19.1","13.0","17.6","9.5","0.0","1.9","1.6","8.0","6.4","6.3","13.89","11.48","0.0","34.3","81.4","59.5","2.6","5.6","3.9","0.0","0.0","0.0","14.2","13.4","3.3"
"20231111","何魂","秦款措备","9.6","16.4","5.3","17.5","13.2","17.7","9.7","0.0","0.0","1.8","8.0","8.4","6.3","13.31","12.78","0.0","37.3","69.0","59.8","2.4","1.6","3.9","0.0","0.0","0.0","11.6","7.8","3.4"
"20231110","何魂","秦款措备","13.9","18.1","7.9","16.9","13.4","17.9","9.9","1.4","0.0","2.7","4.0","7.3","6.2","10.17","12.03","0.0","46.8","49.1","60.2","6.0","3.1","4.1","0.0","0.0","0.0","11.8","7.5","3.4"
"20231109","何魂","秦款措备","17.8","22.2","13.1","15.2","13.8","18.4","10.3","0.0","0.0","2.8","7.5","9.7","6.0","12.59","14.9","0.0","63.4","53.0","61.5","6.8","1.6","4.3","0.0","0.0","0.0","8.0","7.6","3.4"
"20231108","何魂","秦款措备","14.5","20.9","8.1","15.4","14.2","18.9","10.8","0.0","0.0","2.6","9.9","9.9","6.0","15.05","14.85","0.0","46.6","47.4","61.6","3.0","0.0","4.3","0.0","0.0","0.0","5.9","7.8","3.3"
"20231107","何魂","秦款措备","13.3","18.3","10.2","14.0","14.6","19.3","11.1","0.0","0.0","2.8","10.0","9.9","6.2","15.7","14.79","0.0","34.9","48.5","61.9","0.5","0.0","4.2","0.0","0.0","0.0","22.0","7.3","3.1"
"20231106","何魂","秦款措备","18.7","21.9","13.1","12.2","14.7","19.6","11.1","11.5","0.0","2.6","0.8","10.1","6.6","3.82","16.23","0.0","60.4","41.4","61.2","6.5","0.9","3.8","0.0","0.0","0.0","21.3","11.9","3.0"
"20231105","何魂","秦款措备","20.4","23.1","17.9","10.6","14.7","19.8","11.1","0.0","0.0","1.4","0.4","10.0","7.0","6.47","16.85","0.0","76.6","26.1","59.8","8.6","0.5","3.3","0.0","0.0","0.0","7.7","11.6","2.9"
"20231104","何魂","秦款措备","19.8","24.3","18.3","11.6","14.5","19.5","10.7","3.6","0.0","1.2","2.7","10.0","7.2","7.38","17.02","0.0","72.8","35.0","59.1","8.5","0.9","3.0","0.0","0.0","0.0","6.2","11.5","2.8"
"20231103","何魂","秦款措备","20.7","25.7","18.3","16.4","14.3","19.3","10.5","0.0","0.0","1.3","10.0","9.9","7.3","15.35","15.86","0.0","65.5","48.0","58.3","1.1","1.3","3.0","0.0","0.0","0.0","8.6","9.0","2.8"
"20231102","何魂","秦款措备","20.2","25.4","17.2","16.7","14.2","19.1","10.4","0.0","0.0","1.2","10.0","9.9","7.2","15.73","15.25","0.0","66.3","63.8","57.6","0.0","0.0","3.1","0.0","0.0","0.0","13.4","6.2","2.9"
"20231101","何魂","秦款措备","18.8","23.2","15.5","17.0","14.3","19.1","10.6","0.0","0.0","1.2","9.9","9.8","7.1","15.26","15.72","0.0","61.9","60.9","57.5","0.0","0.4","3.2","0.0","0.0","0.0","13.0","7.1","3.0"
"20231031","何魂","秦款措备","18.4","24.6","14.4","15.9","14.5","19.4","10.9","0.0","0.0","1.5","10.0","8.2","7.0","16.06","13.89","0.0","52.8","64.4","58.3","0.0","2.0","3.4","0.0","0.0","0.0","8.6","9.4","3.1"
"20231030","何魂","秦款措备","17.1","23.0","13.0","14.8","14.9","19.7","11.3","0.0","0.0","1.7","9.9","1.9","6.9","15.49","7.49","0.0","60.6","72.8","58.8","1.1","6.6","3.5","0.0","0.0","0.0","8.5","9.3","3.1"
"20231029","何魂","秦款措备","16.6","22.6","13.2","15.7","15.2","20.0","11.6","0.0","0.0","2.3","9.8","5.1","7.2","17.16","12.04","0.0","55.0","73.0","58.9","1.0","5.4","3.4","0.0","0.0","0.0","7.1","8.7","3.1"
"20231028","何魂","秦款措备","16.6","22.0","12.5","17.2","15.5","20.3","11.9","0.0","0.0","2.0","9.6","7.7","7.3","16.19","14.26","0.0","55.3","68.8","58.9","1.3","3.3","3.3","0.0","0.0","0.0","7.2","9.3","3.0"
"20231027","何魂","秦款措备","17.0","22.9","14.0","17.6","15.8","20.7","12.1","0.0","0.0","2.0","8.3","9.2","7.4","14.73","16.28","0.0","54.5","59.5","59.7","1.6","1.9","3.3","0.0","0.0","0.0","10.3","7.2","3.0"
"20231026","何魂","秦款措备","19.5","24.2","16.3","15.9","16.0","20.9","12.4","0.0","0.0","1.9","9.9","6.6","7.3","15.53","14.39","0.0","53.9","60.3","60.6","1.4","4.9","3.3","0.0","0.0","0.0","9.3","7.4","2.9"
"20231025","何魂","秦款措备","18.5","24.2","14.6","13.7","16.2","21.0","12.6","0.0","0.0","2.0","10.1","8.1","7.3","16.75","16.11","0.0","55.3","53.9","60.4","0.0","0.9","3.4","0.0","0.0","0.0","7.8","12.3","3.0"
"20231024","何魂","秦款措备","17.2","22.9","14.5","13.8","16.4","21.1","12.9","0.0","0.0","2.0","7.5","10.0","6.9","15.52","17.86","0.0","52.0","49.5","61.3","3.8","0.8","3.8","0.0","0.0","0.0","8.8","11.3","3.1"
"20231023","何魂","秦款措备","17.4","23.0","13.0","17.0","16.7","21.3","13.3","0.0","0.0","2.6","10.1","6.7","6.7","17.42","15.23","0.0","52.0","62.5","62.6","0.6","3.3","4.0","0.0","0.0","0.0","8.2","10.3","3.1"
"20231022","何魂","秦款措备","15.0","20.1","11.8","19.2","16.9","21.4","13.6","0.0","0.0","3.1","6.5","7.1","6.5","13.63","14.94","0.0","40.4","61.8","63.3","5.9","4.3","4.2","0.0","0.0","0.0","9.7","10.3","3.2"
"20231021","何魂","秦款措备","13.7","18.7","8.8","17.9","17.1","21.6","13.8","0.0","0.0","3.1","9.7","6.0","6.5","17.87","14.54","0.0","35.5","58.6","63.2","0.0","8.1","4.4","0.0","0.0","0.0","16.1","11.4","3.2"
"20231020","何魂","秦款措备","14.8","19.6","11.4","15.9","17.3","21.9","14.0","0.5","0.0","2.9","7.6","10.2","6.6","16.49","18.58","0.0","43.5","44.3","63.1","3.6","0.9","4.3","0.0","0.0","0.0","14.6","8.3","3.2"
"20231019","何魂","秦款措备","19.5","23.4","16.7","13.0","17.5","22.2","14.0","0.0","0.0","2.0","4.7","10.1","6.9","13.08","19.29","0.0","63.1","41.5","62.3","6.6","0.0","4.0","0.0","0.0","0.0","12.6","12.5","3.1"
"20231018","何魂","秦款措备","18.6","23.4","13.6","13.2","17.5","22.3","14.0","0.0","0.0","1.6","10.1","10.1","7.0","18.31","19.14","0.0","55.0","40.8","61.1","1.1","0.5","3.9","0.0","0.0","0.0","9.5","18.3","3.0"
"20231017","何魂","秦款措备","16.7","22.8","11.9","18.1","17.6","22.4","14.0","0.0","0.0","1.4","10.2","10.1","7.3","18.98","17.23","0.0","45.5","50.0","60.6","0.0","0.6","3.8","0.0","0.0","0.0","11.0","20.5","2.9"
"20231016","何魂","秦款措备","18.7","24.0","14.8","20.4","17.8","22.6","14.2","0.0","0.0","1.5","10.2","8.4","7.2","18.6","18.78","0.0","46.3","70.9","60.9","0.0","3.5","3.6","0.0","0.0","0.0","8.5","7.1","2.9"
"20231015","何魂","秦款措备","18.4","23.7","13.9","19.7","18.0","22.8","14.5","0.0","0.0","1.6","9.9","8.7","7.1","18.69","17.77","0.0","50.8","68.9","61.2","0.1","3.4","3.8","0.0","0.0","0.0","12.1","9.2","2.9"
"20231014","何魂","秦款措备","19.7","24.4","17.0","19.0","18.3","23.0","14.8","0.0","0.0","2.2","6.6","7.8","7.0","16.25","17.27","0.0","54.6","66.9","62.0","4.3","4.9","4.0","0.0","0.0","0.0","9.5","8.6","2.9"
"20231013","何魂","秦款措备","20.2","24.1","17.1","19.0","18.6","23.3","15.2","0.0","0.0","2.5","6.5","7.4","7.0","16.04","17.12","0.0","51.6","62.0","62.8","7.6","4.4","4.0","0.0","0.0","0.0","7.7","12.3","3.0"
"20231012","何魂","秦款措备","19.3","23.9","16.4","17.1","19.0","23.6","15.6","0.0","0.0","2.4","7.6","7.4","6.8","14.78","17.0","0.0","45.5","63.0","63.8","1.8","2.9","4.1","0.0","0.0","0.0","8.8","10.1","3.0"
"20231011","何魂","秦款措备","19.8","24.5","16.8","14.7","19.1","23.7","15.7","0.0","0.0","2.4","9.4","10.3","6.9","17.94","19.98","0.0","44.5","61.3","64.1","0.5","0.3","4.2","0.0","0.0","0.0","9.3","16.2","3.1"
"20231010","何魂","秦款措备","19.5","24.7","15.8","14.8","19.2","23.8","15.9","0.0","0.0","3.2","7.9","7.8","6.7","18.32","17.58","0.0","56.4","55.9","64.8","5.8","3.1","4.2","0.0","0.0","0.0","9.4","20.7","3.1"
"20231009","何魂","秦款措备","19.6","24.1","17.4","17.3","19.3","23.8","16.1","0.0","1.4","3.2","2.0","0.0","6.6","9.67","4.69","0.0","67.9","75.5","65.0","9.0","9.8","4.4","0.0","0.0","0.0","10.7","10.4","3.1"
"20231008","何魂","秦款措备","18.7","20.7","17.4","17.2","19.3","23.9","16.1","0.3","0.0","3.2","0.0","8.2","6.5","4.51","17.43","0.0","62.1","61.9","65.2","8.5","4.9","4.6","0.0","0.0","0.0","10.3","11.4","3.1"
"20231007","何魂","秦款措备","19.3","23.8","16.9","17.2","19.3","23.8","16.1","2.5","0.0","4.0","1.0","5.0","6.3","10.42","13.53","0.0","55.8","71.0","64.9","9.4","7.0","4.9","0.0","0.0","0.0","9.5","10.9","3.1"
"20231006","何魂","秦款措备","18.2","23.7","13.8","18.1","19.5","23.9","16.3","0.0","0.7","3.7","5.9","0.0","6.2","16.67","6.36","0.0","41.6","77.5","64.8","7.3","9.6","5.1","0.0","0.0","0.0","9.0","8.0","3.1"
"20231005","何魂","秦款措备","18.4","22.7","15.4","18.3","19.7","24.2","16.5","0.0","0.0","2.6","7.7","3.1","6.5","19.59","13.69","0.0","31.0","75.9","64.9","4.0","8.3","5.1","0.0","0.0","0.0","11.0","9.3","3.1"
