老磊,瘤开,困档,版档,措扁鼻 观 老荤樊
12-05 23:00,措备,35.878,128.653,0
12-06 00:00,措备,35.878,128.653,0
12-06 01:00,措备,35.878,128.653,0
12-06 02:00,措备,35.878,128.653,0
12-06 03:00,措备,35.878,128.653,0
12-06 04:00,措备,35.878,128.653,0
12-06 05:00,措备,35.878,128.653,0
12-06 06:00,措备,35.878,128.653,0
12-06 07:00,措备,35.878,128.653,0
12-06 08:00,措备,35.878,128.653,316818
12-06 09:00,措备,35.878,128.653,1172813
12-06 10:00,措备,35.878,128.653,1871729
12-06 11:00,措备,35.878,128.653,2365938
12-06 12:00,措备,35.878,128.653,2621759
12-06 13:00,措备,35.878,128.653,2621759
12-06 14:00,措备,35.878,128.653,2365938
12-06 15:00,措备,35.878,128.653,1871729
12-06 16:00,措备,35.878,128.653,1172813
12-06 17:00,措备,35.878,128.653,316818
12-06 18:00,措备,35.878,128.653,0
12-06 19:00,措备,35.878,128.653,0
12-06 20:00,措备,35.878,128.653,0
12-06 21:00,措备,35.878,128.653,0
12-06 22:00,措备,35.878,128.653,0
12-06 23:00,措备,35.878,128.653,0
12-07 00:00,措备,35.878,128.653,0
12-07 01:00,措备,35.878,128.653,0
12-07 02:00,措备,35.878,128.653,0
12-07 03:00,措备,35.878,128.653,0
12-07 04:00,措备,35.878,128.653,0
12-07 05:00,措备,35.878,128.653,0
12-07 06:00,措备,35.878,128.653,0
12-07 07:00,措备,35.878,128.653,0
12-07 08:00,措备,35.878,128.653,309847
12-07 09:00,措备,35.878,128.653,1165289
12-07 10:00,措备,35.878,128.653,1863755
12-07 11:00,措备,35.878,128.653,2357646
12-07 12:00,措备,35.878,128.653,2613302
12-07 13:00,措备,35.878,128.653,2613302
12-07 14:00,措备,35.878,128.653,2357646
12-07 15:00,措备,35.878,128.653,1863755
12-07 16:00,措备,35.878,128.653,1165289
12-07 17:00,措备,35.878,128.653,309847
12-07 18:00,措备,35.878,128.653,0
12-07 19:00,措备,35.878,128.653,0
12-07 20:00,措备,35.878,128.653,0
12-07 21:00,措备,35.878,128.653,0
12-07 22:00,措备,35.878,128.653,0
12-07 23:00,措备,35.878,128.653,0
12-08 00:00,措备,35.878,128.653,0
12-08 01:00,措备,35.878,128.653,0
12-08 02:00,措备,35.878,128.653,0
12-08 03:00,措备,35.878,128.653,0
12-08 04:00,措备,35.878,128.653,0
12-08 05:00,措备,35.878,128.653,0
12-08 06:00,措备,35.878,128.653,0
12-08 07:00,措备,35.878,128.653,0
12-08 08:00,措备,35.878,128.653,303297
12-08 09:00,措备,35.878,128.653,1158222
12-08 10:00,措备,35.878,128.653,1856265
12-08 11:00,措备,35.878,128.653,2349857
12-08 12:00,措备,35.878,128.653,2605358
12-08 13:00,措备,35.878,128.653,2605358
12-08 14:00,措备,35.878,128.653,2349857
12-08 15:00,措备,35.878,128.653,1856265
12-08 16:00,措备,35.878,128.653,1158222
12-08 17:00,措备,35.878,128.653,303297
12-08 18:00,措备,35.878,128.653,0
12-08 19:00,措备,35.878,128.653,0
12-08 20:00,措备,35.878,128.653,0
12-08 21:00,措备,35.878,128.653,0
12-08 22:00,措备,35.878,128.653,0
12-08 23:00,措备,35.878,128.653,0
12-09 00:00,措备,35.878,128.653,0
12-09 01:00,措备,35.878,128.653,0
12-09 02:00,措备,35.878,128.653,0
12-09 03:00,措备,35.878,128.653,0
12-09 04:00,措备,35.878,128.653,0
12-09 05:00,措备,35.878,128.653,0
12-09 06:00,措备,35.878,128.653,0
12-09 07:00,措备,35.878,128.653,0
12-09 08:00,措备,35.878,128.653,297173
12-09 09:00,措备,35.878,128.653,1151616
12-09 10:00,措备,35.878,128.653,1849265
12-09 11:00,措备,35.878,128.653,2342578
12-09 12:00,措备,35.878,128.653,2597935
12-09 13:00,措备,35.878,128.653,2597935
12-09 14:00,措备,35.878,128.653,2342578
12-09 15:00,措备,35.878,128.653,1849265
12-09 16:00,措备,35.878,128.653,1151616
12-09 17:00,措备,35.878,128.653,297173
12-09 18:00,措备,35.878,128.653,0
12-09 19:00,措备,35.878,128.653,0
12-09 20:00,措备,35.878,128.653,0
12-09 21:00,措备,35.878,128.653,0
12-09 22:00,措备,35.878,128.653,0
12-09 23:00,措备,35.878,128.653,0
12-10 00:00,措备,35.878,128.653,0
12-10 01:00,措备,35.878,128.653,0
12-10 02:00,措备,35.878,128.653,0
12-10 03:00,措备,35.878,128.653,0
12-10 04:00,措备,35.878,128.653,0
12-10 05:00,措备,35.878,128.653,0
12-10 06:00,措备,35.878,128.653,0
12-10 07:00,措备,35.878,128.653,0
12-10 08:00,措备,35.878,128.653,291479
12-10 09:00,措备,35.878,128.653,1145475
12-10 10:00,措备,35.878,128.653,1842760
12-10 11:00,措备,35.878,128.653,2335815
12-10 12:00,措备,35.878,128.653,2591039
12-10 13:00,措备,35.878,128.653,2591039
12-10 14:00,措备,35.878,128.653,2335815
12-10 15:00,措备,35.878,128.653,1842760
12-10 16:00,措备,35.878,128.653,1145475
12-10 17:00,措备,35.878,128.653,291479
12-10 18:00,措备,35.878,128.653,0
12-10 19:00,措备,35.878,128.653,0
12-10 20:00,措备,35.878,128.653,0
12-10 21:00,措备,35.878,128.653,0
12-10 22:00,措备,35.878,128.653,0
12-10 23:00,措备,35.878,128.653,0
12-11 00:00,措备,35.878,128.653,0
12-11 01:00,措备,35.878,128.653,0
12-11 02:00,措备,35.878,128.653,0
12-11 03:00,措备,35.878,128.653,0
12-11 04:00,措备,35.878,128.653,0
12-11 05:00,措备,35.878,128.653,0
12-11 06:00,措备,35.878,128.653,0
12-11 07:00,措备,35.878,128.653,0
12-11 08:00,措备,35.878,128.653,286218
12-11 09:00,措备,35.878,128.653,1139804
12-11 10:00,措备,35.878,128.653,1836755
12-11 11:00,措备,35.878,128.653,2329573
12-11 12:00,措备,35.878,128.653,2584675
12-11 13:00,措备,35.878,128.653,2584675
12-11 14:00,措备,35.878,128.653,2329573
12-11 15:00,措备,35.878,128.653,1836755
12-11 16:00,措备,35.878,128.653,1139804
12-11 17:00,措备,35.878,128.653,286218
12-11 18:00,措备,35.878,128.653,0
12-11 19:00,措备,35.878,128.653,0
12-11 20:00,措备,35.878,128.653,0
12-11 21:00,措备,35.878,128.653,0
12-11 22:00,措备,35.878,128.653,0
12-11 23:00,措备,35.878,128.653,0
12-12 00:00,措备,35.878,128.653,0
12-12 01:00,措备,35.878,128.653,0
12-12 02:00,措备,35.878,128.653,0
12-12 03:00,措备,35.878,128.653,0
12-12 04:00,措备,35.878,128.653,0
12-12 05:00,措备,35.878,128.653,0
12-12 06:00,措备,35.878,128.653,0
12-12 07:00,措备,35.878,128.653,0
12-12 08:00,措备,35.878,128.653,281393
12-12 09:00,措备,35.878,128.653,1134608
12-12 10:00,措备,35.878,128.653,1831255
12-12 11:00,措备,35.878,128.653,2323859
12-12 12:00,措备,35.878,128.653,2578849
12-12 13:00,措备,35.878,128.653,2578849
12-12 14:00,措备,35.878,128.653,2323859
12-12 15:00,措备,35.878,128.653,1831255
12-12 16:00,措备,35.878,128.653,1134608
12-12 17:00,措备,35.878,128.653,281393
12-12 18:00,措备,35.878,128.653,0
12-12 19:00,措备,35.878,128.653,0
12-12 20:00,措备,35.878,128.653,0
12-12 21:00,措备,35.878,128.653,0
12-12 22:00,措备,35.878,128.653,0
12-12 23:00,措备,35.878,128.653,0
12-13 00:00,措备,35.878,128.653,0
12-13 01:00,措备,35.878,128.653,0
12-13 02:00,措备,35.878,128.653,0
12-13 03:00,措备,35.878,128.653,0
12-13 04:00,措备,35.878,128.653,0
12-13 05:00,措备,35.878,128.653,0
12-13 06:00,措备,35.878,128.653,0
12-13 07:00,措备,35.878,128.653,0
12-13 08:00,措备,35.878,128.653,277007
12-13 09:00,措备,35.878,128.653,1129889
12-13 10:00,措备,35.878,128.653,1826264
12-13 11:00,措备,35.878,128.653,2318676
12-13 12:00,措备,35.878,128.653,2573567
12-13 13:00,措备,35.878,128.653,2573567
12-13 14:00,措备,35.878,128.653,2318676
12-13 15:00,措备,35.878,128.653,1826264
12-13 16:00,措备,35.878,128.653,1129889
12-13 17:00,措备,35.878,128.653,277007
12-13 18:00,措备,35.878,128.653,0
12-13 19:00,措备,35.878,128.653,0
12-13 20:00,措备,35.878,128.653,0
12-13 21:00,措备,35.878,128.653,0
12-13 22:00,措备,35.878,128.653,0
12-13 23:00,措备,35.878,128.653,0
12-14 00:00,措备,35.878,128.653,0
12-14 01:00,措备,35.878,128.653,0
12-14 02:00,措备,35.878,128.653,0
12-14 03:00,措备,35.878,128.653,0
12-14 04:00,措备,35.878,128.653,0
12-14 05:00,措备,35.878,128.653,0
12-14 06:00,措备,35.878,128.653,0
12-14 07:00,措备,35.878,128.653,0
12-14 08:00,措备,35.878,128.653,273064
12-14 09:00,措备,35.878,128.653,1125652
12-14 10:00,措备,35.878,128.653,1821787
12-14 11:00,措备,35.878,128.653,2314029
12-14 12:00,措备,35.878,128.653,2568832
12-14 13:00,措备,35.878,128.653,2568832
12-14 14:00,措备,35.878,128.653,2314029
12-14 15:00,措备,35.878,128.653,1821787
12-14 16:00,措备,35.878,128.653,1125652
12-14 17:00,措备,35.878,128.653,273064
12-14 18:00,措备,35.878,128.653,0
12-14 19:00,措备,35.878,128.653,0
12-14 20:00,措备,35.878,128.653,0
12-14 21:00,措备,35.878,128.653,0
12-14 22:00,措备,35.878,128.653,0
12-14 23:00,措备,35.878,128.653,0
12-15 00:00,措备,35.878,128.653,0
12-15 01:00,措备,35.878,128.653,0
12-15 02:00,措备,35.878,128.653,0
12-15 03:00,措备,35.878,128.653,0
12-15 04:00,措备,35.878,128.653,0
12-15 05:00,措备,35.878,128.653,0
12-15 06:00,措备,35.878,128.653,0
12-15 07:00,措备,35.878,128.653,0
12-15 08:00,措备,35.878,128.653,269565
12-15 09:00,措备,35.878,128.653,1121899
12-15 10:00,措备,35.878,128.653,1817826
12-15 11:00,措备,35.878,128.653,2309922
12-15 12:00,措备,35.878,128.653,2564649
12-15 13:00,措备,35.878,128.653,2564649
12-15 14:00,措备,35.878,128.653,2309922
12-15 15:00,措备,35.878,128.653,1817826
12-15 16:00,措备,35.878,128.653,1121899
12-15 17:00,措备,35.878,128.653,269565
12-15 18:00,措备,35.878,128.653,0
12-15 19:00,措备,35.878,128.653,0
12-15 20:00,措备,35.878,128.653,0
12-15 21:00,措备,35.878,128.653,0
12-15 22:00,措备,35.878,128.653,0
12-15 23:00,措备,35.878,128.653,0
12-16 00:00,措备,35.878,128.653,0
12-16 01:00,措备,35.878,128.653,0
12-16 02:00,措备,35.878,128.653,0
12-16 03:00,措备,35.878,128.653,0
12-16 04:00,措备,35.878,128.653,0
12-16 05:00,措备,35.878,128.653,0
12-16 06:00,措备,35.878,128.653,0
12-16 07:00,措备,35.878,128.653,0
12-16 08:00,措备,35.878,128.653,266513
12-16 09:00,措备,35.878,128.653,1118633
12-16 10:00,措备,35.878,128.653,1814386
12-16 11:00,措备,35.878,128.653,2306358
12-16 12:00,措备,35.878,128.653,2561022
12-16 13:00,措备,35.878,128.653,2561022
12-16 14:00,措备,35.878,128.653,2306358
12-16 15:00,措备,35.878,128.653,1814386
12-16 16:00,措备,35.878,128.653,1118633
12-16 17:00,措备,35.878,128.653,266513
12-16 18:00,措备,35.878,128.653,0
12-16 19:00,措备,35.878,128.653,0
12-16 20:00,措备,35.878,128.653,0
12-16 21:00,措备,35.878,128.653,0
12-16 22:00,措备,35.878,128.653,0
12-16 23:00,措备,35.878,128.653,0
12-17 00:00,措备,35.878,128.653,0
12-17 01:00,措备,35.878,128.653,0
12-17 02:00,措备,35.878,128.653,0
12-17 03:00,措备,35.878,128.653,0
12-17 04:00,措备,35.878,128.653,0
12-17 05:00,措备,35.878,128.653,0
12-17 06:00,措备,35.878,128.653,0
12-17 07:00,措备,35.878,128.653,0
12-17 08:00,措备,35.878,128.653,263910
12-17 09:00,措备,35.878,128.653,1115857
12-17 10:00,措备,35.878,128.653,1811470
12-17 11:00,措备,35.878,128.653,2303342
12-17 12:00,措备,35.878,128.653,2557954
12-17 13:00,措备,35.878,128.653,2557954
12-17 14:00,措备,35.878,128.653,2303342
12-17 15:00,措备,35.878,128.653,1811470
12-17 16:00,措备,35.878,128.653,1115857
12-17 17:00,措备,35.878,128.653,263910
12-17 18:00,措备,35.878,128.653,0
12-17 19:00,措备,35.878,128.653,0
12-17 20:00,措备,35.878,128.653,0
12-17 21:00,措备,35.878,128.653,0
12-17 22:00,措备,35.878,128.653,0
12-17 23:00,措备,35.878,128.653,0
12-18 00:00,措备,35.878,128.653,0
12-18 01:00,措备,35.878,128.653,0
12-18 02:00,措备,35.878,128.653,0
12-18 03:00,措备,35.878,128.653,0
12-18 04:00,措备,35.878,128.653,0
12-18 05:00,措备,35.878,128.653,0
12-18 06:00,措备,35.878,128.653,0
12-18 07:00,措备,35.878,128.653,0
12-18 08:00,措备,35.878,128.653,261757
12-18 09:00,措备,35.878,128.653,1113574
12-18 10:00,措备,35.878,128.653,1809079
12-18 11:00,措备,35.878,128.653,2300875
12-18 12:00,措备,35.878,128.653,2555447
12-18 13:00,措备,35.878,128.653,2555447
12-18 14:00,措备,35.878,128.653,2300875
12-18 15:00,措备,35.878,128.653,1809079
12-18 16:00,措备,35.878,128.653,1113574
12-18 17:00,措备,35.878,128.653,261757
12-18 18:00,措备,35.878,128.653,0
12-18 19:00,措备,35.878,128.653,0
12-18 20:00,措备,35.878,128.653,0
12-18 21:00,措备,35.878,128.653,0
12-18 22:00,措备,35.878,128.653,0
12-18 23:00,措备,35.878,128.653,0
12-19 00:00,措备,35.878,128.653,0
12-19 01:00,措备,35.878,128.653,0
12-19 02:00,措备,35.878,128.653,0
12-19 03:00,措备,35.878,128.653,0
12-19 04:00,措备,35.878,128.653,0
12-19 05:00,措备,35.878,128.653,0
12-19 06:00,措备,35.878,128.653,0
12-19 07:00,措备,35.878,128.653,0
12-19 08:00,措备,35.878,128.653,260057
12-19 09:00,措备,35.878,128.653,1111784
12-19 10:00,措备,35.878,128.653,1807215
12-19 11:00,措备,35.878,128.653,2298960
12-19 12:00,措备,35.878,128.653,2553506
12-19 13:00,措备,35.878,128.653,2553506
12-19 14:00,措备,35.878,128.653,2298960
12-19 15:00,措备,35.878,128.653,1807215
12-19 16:00,措备,35.878,128.653,1111784
12-19 17:00,措备,35.878,128.653,260057
12-19 18:00,措备,35.878,128.653,0
12-19 19:00,措备,35.878,128.653,0
12-19 20:00,措备,35.878,128.653,0
12-19 21:00,措备,35.878,128.653,0
12-19 22:00,措备,35.878,128.653,0
12-19 23:00,措备,35.878,128.653,0
12-20 00:00,措备,35.878,128.653,0
12-20 01:00,措备,35.878,128.653,0
12-20 02:00,措备,35.878,128.653,0
12-20 03:00,措备,35.878,128.653,0
12-20 04:00,措备,35.878,128.653,0
12-20 05:00,措备,35.878,128.653,0
12-20 06:00,措备,35.878,128.653,0
12-20 07:00,措备,35.878,128.653,0
12-20 08:00,措备,35.878,128.653,258811
12-20 09:00,措备,35.878,128.653,1110489
12-20 10:00,措备,35.878,128.653,1805882
12-20 11:00,措备,35.878,128.653,2297599
12-20 12:00,措备,35.878,128.653,2552130
12-20 13:00,措备,35.878,128.653,2552130
12-20 14:00,措备,35.878,128.653,2297599
12-20 15:00,措备,35.878,128.653,1805882
12-20 16:00,措备,35.878,128.653,1110489
12-20 17:00,措备,35.878,128.653,258811
12-20 18:00,措备,35.878,128.653,0
12-20 19:00,措备,35.878,128.653,0
12-20 20:00,措备,35.878,128.653,0
12-20 21:00,措备,35.878,128.653,0
12-20 22:00,措备,35.878,128.653,0
12-20 23:00,措备,35.878,128.653,0
12-21 00:00,措备,35.878,128.653,0
12-21 01:00,措备,35.878,128.653,0
12-21 02:00,措备,35.878,128.653,0
12-21 03:00,措备,35.878,128.653,0
12-21 04:00,措备,35.878,128.653,0
12-21 05:00,措备,35.878,128.653,0
12-21 06:00,措备,35.878,128.653,0
12-21 07:00,措备,35.878,128.653,0
12-21 08:00,措备,35.878,128.653,258018
12-21 09:00,措备,35.878,128.653,1109691
12-21 10:00,措备,35.878,128.653,1805079
12-21 11:00,措备,35.878,128.653,2296793
12-21 12:00,措备,35.878,128.653,2551323
12-21 13:00,措备,35.878,128.653,2551323
12-21 14:00,措备,35.878,128.653,2296793
12-21 15:00,措备,35.878,128.653,1805079
12-21 16:00,措备,35.878,128.653,1109691
12-21 17:00,措备,35.878,128.653,258018
12-21 18:00,措备,35.878,128.653,0
12-21 19:00,措备,35.878,128.653,0
12-21 20:00,措备,35.878,128.653,0
12-21 21:00,措备,35.878,128.653,0
12-21 22:00,措备,35.878,128.653,0
12-21 23:00,措备,35.878,128.653,0
12-22 00:00,措备,35.878,128.653,0
12-22 01:00,措备,35.878,128.653,0
12-22 02:00,措备,35.878,128.653,0
12-22 03:00,措备,35.878,128.653,0
12-22 04:00,措备,35.878,128.653,0
12-22 05:00,措备,35.878,128.653,0
12-22 06:00,措备,35.878,128.653,0
12-22 07:00,措备,35.878,128.653,0
12-22 08:00,措备,35.878,128.653,257681
12-22 09:00,措备,35.878,128.653,1109391
12-22 10:00,措备,35.878,128.653,1804809
12-22 11:00,措备,35.878,128.653,2296544
12-22 12:00,措备,35.878,128.653,2551084
12-22 13:00,措备,35.878,128.653,2551084
12-22 14:00,措备,35.878,128.653,2296544
12-22 15:00,措备,35.878,128.653,1804809
12-22 16:00,措备,35.878,128.653,1109391
12-22 17:00,措备,35.878,128.653,257681
12-22 18:00,措备,35.878,128.653,0
12-22 19:00,措备,35.878,128.653,0
12-22 20:00,措备,35.878,128.653,0
12-22 21:00,措备,35.878,128.653,0
12-22 22:00,措备,35.878,128.653,0
12-22 23:00,措备,35.878,128.653,0
12-23 00:00,措备,35.878,128.653,0
12-23 01:00,措备,35.878,128.653,0
12-23 02:00,措备,35.878,128.653,0
12-23 03:00,措备,35.878,128.653,0
12-23 04:00,措备,35.878,128.653,0
12-23 05:00,措备,35.878,128.653,0
12-23 06:00,措备,35.878,128.653,0
12-23 07:00,措备,35.878,128.653,0
12-23 08:00,措备,35.878,128.653,257800
12-23 09:00,措备,35.878,128.653,1109588
12-23 10:00,措备,35.878,128.653,1805071
12-23 11:00,措备,35.878,128.653,2296851
12-23 12:00,措备,35.878,128.653,2551416
12-23 13:00,措备,35.878,128.653,2551416
12-23 14:00,措备,35.878,128.653,2296851
12-23 15:00,措备,35.878,128.653,1805071
12-23 16:00,措备,35.878,128.653,1109588
12-23 17:00,措备,35.878,128.653,257800
12-23 18:00,措备,35.878,128.653,0
12-23 19:00,措备,35.878,128.653,0
12-23 20:00,措备,35.878,128.653,0
12-23 21:00,措备,35.878,128.653,0
12-23 22:00,措备,35.878,128.653,0
12-23 23:00,措备,35.878,128.653,0
12-24 00:00,措备,35.878,128.653,0
12-24 01:00,措备,35.878,128.653,0
12-24 02:00,措备,35.878,128.653,0
12-24 03:00,措备,35.878,128.653,0
12-24 04:00,措备,35.878,128.653,0
12-24 05:00,措备,35.878,128.653,0
12-24 06:00,措备,35.878,128.653,0
12-24 07:00,措备,35.878,128.653,0
12-24 08:00,措备,35.878,128.653,258374
12-24 09:00,措备,35.878,128.653,1110284
12-24 10:00,措备,35.878,128.653,1805866
12-24 11:00,措备,35.878,128.653,2297716
12-24 12:00,措备,35.878,128.653,2552317
12-24 13:00,措备,35.878,128.653,2552317
12-24 14:00,措备,35.878,128.653,2297716
12-24 15:00,措备,35.878,128.653,1805866
12-24 16:00,措备,35.878,128.653,1110284
12-24 17:00,措备,35.878,128.653,258374
12-24 18:00,措备,35.878,128.653,0
12-24 19:00,措备,35.878,128.653,0
12-24 20:00,措备,35.878,128.653,0
12-24 21:00,措备,35.878,128.653,0
12-24 22:00,措备,35.878,128.653,0
12-24 23:00,措备,35.878,128.653,0
12-25 00:00,措备,35.878,128.653,0
12-25 01:00,措备,35.878,128.653,0
12-25 02:00,措备,35.878,128.653,0
12-25 03:00,措备,35.878,128.653,0
12-25 04:00,措备,35.878,128.653,0
12-25 05:00,措备,35.878,128.653,0
12-25 06:00,措备,35.878,128.653,0
12-25 07:00,措备,35.878,128.653,0
12-25 08:00,措备,35.878,128.653,259404
12-25 09:00,措备,35.878,128.653,1111477
12-25 10:00,措备,35.878,128.653,1807193
12-25 11:00,措备,35.878,128.653,2299138
12-25 12:00,措备,35.878,128.653,2553787
12-25 13:00,措备,35.878,128.653,2553787
12-25 14:00,措备,35.878,128.653,2299138
12-25 15:00,措备,35.878,128.653,1807193
12-25 16:00,措备,35.878,128.653,1111477
12-25 17:00,措备,35.878,128.653,259404
12-25 18:00,措备,35.878,128.653,0
12-25 19:00,措备,35.878,128.653,0
12-25 20:00,措备,35.878,128.653,0
12-25 21:00,措备,35.878,128.653,0
12-25 22:00,措备,35.878,128.653,0
12-25 23:00,措备,35.878,128.653,0
12-26 00:00,措备,35.878,128.653,0
12-26 01:00,措备,35.878,128.653,0
12-26 02:00,措备,35.878,128.653,0
12-26 03:00,措备,35.878,128.653,0
12-26 04:00,措备,35.878,128.653,0
12-26 05:00,措备,35.878,128.653,0
12-26 06:00,措备,35.878,128.653,0
12-26 07:00,措备,35.878,128.653,0
12-26 08:00,措备,35.878,128.653,260889
12-26 09:00,措备,35.878,128.653,1113168
12-26 10:00,措备,35.878,128.653,1809052
12-26 11:00,措备,35.878,128.653,2301116
12-26 12:00,措备,35.878,128.653,2555827
12-26 13:00,措备,35.878,128.653,2555827
12-26 14:00,措备,35.878,128.653,2301116
12-26 15:00,措备,35.878,128.653,1809052
12-26 16:00,措备,35.878,128.653,1113168
12-26 17:00,措备,35.878,128.653,260889
12-26 18:00,措备,35.878,128.653,0
12-26 19:00,措备,35.878,128.653,0
12-26 20:00,措备,35.878,128.653,0
12-26 21:00,措备,35.878,128.653,0
12-26 22:00,措备,35.878,128.653,0
12-26 23:00,措备,35.878,128.653,0
12-27 00:00,措备,35.878,128.653,0
12-27 01:00,措备,35.878,128.653,0
12-27 02:00,措备,35.878,128.653,0
12-27 03:00,措备,35.878,128.653,0
12-27 04:00,措备,35.878,128.653,0
12-27 05:00,措备,35.878,128.653,0
12-27 06:00,措备,35.878,128.653,0
12-27 07:00,措备,35.878,128.653,0
12-27 08:00,措备,35.878,128.653,262829
12-27 09:00,措备,35.878,128.653,1115356
12-27 10:00,措备,35.878,128.653,1811442
12-27 11:00,措备,35.878,128.653,2303649
12-27 12:00,措备,35.878,128.653,2558434
12-27 13:00,措备,35.878,128.653,2558434
12-27 14:00,措备,35.878,128.653,2303649
12-27 15:00,措备,35.878,128.653,1811442
12-27 16:00,措备,35.878,128.653,1115356
12-27 17:00,措备,35.878,128.653,262829
12-27 18:00,措备,35.878,128.653,0
12-27 19:00,措备,35.878,128.653,0
12-27 20:00,措备,35.878,128.653,0
12-27 21:00,措备,35.878,128.653,0
12-27 22:00,措备,35.878,128.653,0
12-27 23:00,措备,35.878,128.653,0
12-28 00:00,措备,35.878,128.653,0
12-28 01:00,措备,35.878,128.653,0
12-28 02:00,措备,35.878,128.653,0
12-28 03:00,措备,35.878,128.653,0
12-28 04:00,措备,35.878,128.653,0
12-28 05:00,措备,35.878,128.653,0
12-28 06:00,措备,35.878,128.653,0
12-28 07:00,措备,35.878,128.653,0
12-28 08:00,措备,35.878,128.653,265223
12-28 09:00,措备,35.878,128.653,1118039
12-28 10:00,措备,35.878,128.653,1814361
12-28 11:00,措备,35.878,128.653,2306735
12-28 12:00,措备,35.878,128.653,2561607
12-28 13:00,措备,35.878,128.653,2561607
12-28 14:00,措备,35.878,128.653,2306735
12-28 15:00,措备,35.878,128.653,1814361
12-28 16:00,措备,35.878,128.653,1118039
12-28 17:00,措备,35.878,128.653,265223
12-28 18:00,措备,35.878,128.653,0
12-28 19:00,措备,35.878,128.653,0
12-28 20:00,措备,35.878,128.653,0
12-28 21:00,措备,35.878,128.653,0
12-28 22:00,措备,35.878,128.653,0
12-28 23:00,措备,35.878,128.653,0
12-29 00:00,措备,35.878,128.653,0
12-29 01:00,措备,35.878,128.653,0
12-29 02:00,措备,35.878,128.653,0
12-29 03:00,措备,35.878,128.653,0
12-29 04:00,措备,35.878,128.653,0
12-29 05:00,措备,35.878,128.653,0
12-29 06:00,措备,35.878,128.653,0
12-29 07:00,措备,35.878,128.653,0
12-29 08:00,措备,35.878,128.653,268069
12-29 09:00,措备,35.878,128.653,1121216
12-29 10:00,措备,35.878,128.653,1817808
12-29 11:00,措备,35.878,128.653,2310373
12-29 12:00,措备,35.878,128.653,2565343
12-29 13:00,措备,35.878,128.653,2565343
12-29 14:00,措备,35.878,128.653,2310373
12-29 15:00,措备,35.878,128.653,1817808
12-29 16:00,措备,35.878,128.653,1121216
12-29 17:00,措备,35.878,128.653,268069
12-29 18:00,措备,35.878,128.653,0
12-29 19:00,措备,35.878,128.653,0
12-29 20:00,措备,35.878,128.653,0
12-29 21:00,措备,35.878,128.653,0
12-29 22:00,措备,35.878,128.653,0
12-29 23:00,措备,35.878,128.653,0
12-30 00:00,措备,35.878,128.653,0
12-30 01:00,措备,35.878,128.653,0
12-30 02:00,措备,35.878,128.653,0
12-30 03:00,措备,35.878,128.653,0
12-30 04:00,措备,35.878,128.653,0
12-30 05:00,措备,35.878,128.653,0
12-30 06:00,措备,35.878,128.653,0
12-30 07:00,措备,35.878,128.653,0
12-30 08:00,措备,35.878,128.653,271367
12-30 09:00,措备,35.878,128.653,1124886
12-30 10:00,措备,35.878,128.653,1821781
12-30 11:00,措备,35.878,128.653,2314560
12-30 12:00,措备,35.878,128.653,2569641
12-30 13:00,措备,35.878,128.653,2569641
12-30 14:00,措备,35.878,128.653,2314560
12-30 15:00,措备,35.878,128.653,1821781
12-30 16:00,措备,35.878,128.653,1124886
12-30 17:00,措备,35.878,128.653,271367
12-30 18:00,措备,35.878,128.653,0
12-30 19:00,措备,35.878,128.653,0
12-30 20:00,措备,35.878,128.653,0
12-30 21:00,措备,35.878,128.653,0
12-30 22:00,措备,35.878,128.653,0
12-30 23:00,措备,35.878,128.653,0
12-31 00:00,措备,35.878,128.653,0
12-31 01:00,措备,35.878,128.653,0
12-31 02:00,措备,35.878,128.653,0
12-31 03:00,措备,35.878,128.653,0
12-31 04:00,措备,35.878,128.653,0
12-31 05:00,措备,35.878,128.653,0
12-31 06:00,措备,35.878,128.653,0
12-31 07:00,措备,35.878,128.653,0
12-31 08:00,措备,35.878,128.653,275115
12-31 09:00,措备,35.878,128.653,1129045
12-31 10:00,措备,35.878,128.653,1826276
12-31 11:00,措备,35.878,128.653,2319293
12-31 12:00,措备,35.878,128.653,2574497
12-31 13:00,措备,35.878,128.653,2574497
12-31 14:00,措备,35.878,128.653,2319293
12-31 15:00,措备,35.878,128.653,1826276
12-31 16:00,措备,35.878,128.653,1129045
12-31 17:00,措备,35.878,128.653,275115
12-31 18:00,措备,35.878,128.653,0
12-31 19:00,措备,35.878,128.653,0
12-31 20:00,措备,35.878,128.653,0
12-31 21:00,措备,35.878,128.653,0
12-31 22:00,措备,35.878,128.653,0
12-31 23:00,措备,35.878,128.653,0
01-01 00:00,措傈,36.372,127.3721,0
01-01 01:00,措傈,36.372,127.3721,0
01-01 02:00,措傈,36.372,127.3721,0
01-01 03:00,措傈,36.372,127.3721,0
01-01 04:00,措傈,36.372,127.3721,0
01-01 05:00,措傈,36.372,127.3721,0
01-01 06:00,措傈,36.372,127.3721,0
01-01 07:00,措傈,36.372,127.3721,0
01-01 08:00,措傈,36.372,127.3721,256371
01-01 09:00,措傈,36.372,127.3721,1105393
01-01 10:00,措傈,36.372,127.3721,1798616
01-01 11:00,措傈,36.372,127.3721,2288799
01-01 12:00,措傈,36.372,127.3721,2542536
01-01 13:00,措傈,36.372,127.3721,2542536
01-01 14:00,措傈,36.372,127.3721,2288799
