연도,구분,누적 설비용량(MW),월,발전량,지역,sunshine_hr,solar_mj,hum,temp_c,rain_mm,cloud,일수,util,연월,util_anom,sunshine_hr_anom,solar_mj_anom,hum_anom,temp_c_anom,rain_mm_anom,cloud_anom,pred_base,resid_base,pred_inter,resid_inter
2021,울산,113,11,6580.49,울산,220.4,0.0,59.51805555555556,11.08125,49.7,2.9347222222222222,30,8.088114552605703,2021-11,-0.11651724228392268,22.150000000000006,-159.26999999999998,0.5166666666666728,-0.4180208333333333,0.8999999999999986,-0.42951388888888875,0.06363461799344308,-0.18015186027736577,0.13198525159888086,-0.24850249388280354
2022,서울,48,11,3758.25,서울,187.5,298.77,64.25,10.11138888888889,84.5,3.838888888888889,30,10.87456597222222,2022-11,0.4508967013888867,10.875,11.225000000000023,-0.46701388888888573,1.3803472222222233,12.299999999999997,-0.10694444444444429,0.29148325623053484,0.15941344515835187,0.2509167022532486,0.19997999913563813
2022,울산,125,11,7206.13,울산,210.8,0.0,58.32222222222222,12.775972222222224,44.900000000000006,3.573611111111111,30,8.006811111111112,2022-11,-0.19782068377851303,12.550000000000011,-159.26999999999998,-0.6791666666666671,1.27670138888889,-3.8999999999999986,0.2093750000000001,-0.03840723862009704,-0.159413445158416,0.002159315357117393,-0.19997999913563042
2023,서울,50,11,3708.8,서울,171.9,284.14,64.46666666666667,6.868333333333333,81.89999999999999,3.808333333333333,30,10.302222222222222,2023-11,-0.12144704861111144,-4.724999999999994,-3.4049999999999727,-0.25034722222221717,-1.862708333333333,9.699999999999989,-0.13750000000000018,-0.17060332642347692,0.04915627781236548,-0.13215915361978373,0.010712105008672285
2023,울산,148,11,9514.81,울산,209.2,347.51,52.74027777777778,10.385277777777777,33.1,2.6597222222222223,30,8.929063438438439,2023-11,0.7244316435488134,10.949999999999989,188.24,-6.261111111111113,-1.1139930555555573,-15.700000000000003,-0.7045138888888887,0.7735879213610943,-0.049156277812280935,0.7351437485574763,-0.010712105008662931
2024,서울,50,11,3688.94,서울,183.5,295.63,62.234722222222224,9.743472222222222,60.0,4.034722222222222,30,10.247055555555557,2024-11,-0.17661371527777625,6.875,8.085000000000036,-2.4822916666666615,1.0124305555555555,-12.200000000000003,0.08888888888888902,0.21210786797021935,-0.3887215832479956,0.28258088274935395,-0.4591945980271302
2024,울산,178,11,9989.48,울산,152.6,289.57,65.425,11.754583333333334,67.5,4.288888888888889,30,7.794538077403246,2024-11,-0.41009371748637946,-45.650000000000006,130.3,6.423611111111107,0.2553125000000005,18.699999999999996,0.9246527777777778,-0.7988153007344471,0.3887215832480676,-0.8692883155134982,0.4591945980271187
2021,서울,44,12,3243.29,서울,185.4,257.25,61.32123655913978,0.6176075268817207,7.9,3.2620967741935485,31,9.907410801564028,2021-12,0.7185831347751712,2.6500000000000057,-2.3899999999999864,-0.025735919450980305,0.7198531396518321,-20.225,-0.24391556107733914,0.3749555098817232,0.343627624893448,0.48775523411569677,0.23082790065947445
2021,울산,113,12,6708.67,울산,230.4,0.0,48.99596774193548,4.747177419354839,3.5000000000000004,2.234185733512786,31,7.979672185745551,2021-12,-0.0316656930821253,9.950000000000017,-151.8,0.8538306451612883,0.8274529569892475,-31.475,-0.67919940954283,0.31196193181139287,-0.34362762489351817,0.19916220757730801,-0.23082790065943332
2022,서울,48,12,3265.41,서울,197.1,275.5,58.83602150537634,-2.7951612903225813,13.6,3.557795698924731,31,9.14373319892473,2022-12,-0.04509446786412674,14.349999999999994,15.860000000000014,-2.5109509732144204,-2.69291567755247,-14.525000000000004,0.051783363653843395,0.021181121894583432,-0.06627558975871017,0.08875777534627576,-0.1338522432104025
2022,울산,125,12,7169.53,울산,224.0,0.0,43.75672043010753,1.998521505376344,9.7,3.181451612903226,31,7.709172043010752,2022-12,-0.3021658358169246,3.5500000000000114,-151.8,-4.385416666666664,-1.921202956989247,-25.275000000000002,0.26806646984760985,-0.3684414255755708,0.06627558975864623,-0.43601807902735,0.13385224321042544
2023,서울,50,12,2786.44,서울,142.2,217.33,69.09353507565336,0.883356258596974,85.30000000000001,4.346629986244841,31,7.490430107526882,2023-12,-1.6983975592619744,-40.55000000000001,-42.309999999999974,7.746562597062606,0.9856018713670853,57.17500000000001,0.8406176509739538,-1.5110082819688475,-0.18738927729312693,-1.749478255140745,0.05108069587877062
2023,울산,148,12,7880.9,울산,191.4,277.39,55.28225806451613,4.856854838709677,126.7,3.5981182795698925,31,7.157167247893054,2023-12,-0.8541706309346226,-29.049999999999983,125.58999999999997,7.140120967741936,0.9371303763440859,91.725,0.6847331365142764,-1.041559908227826,0.18738927729320332,-0.8030899350558992,-0.05108069587872344
2024,서울,50,12,3799.51,서울,206.3,288.48,56.13709677419355,0.885215053763441,5.699999999999999,2.85752688172043,31,10.213736559139786,2024-12,1.024908892350929,23.55000000000001,28.840000000000032,-5.209875704397206,0.9874606665335524,-22.425000000000004,-0.6484854535504576,1.114871650192534,-0.0899627578416049,1.1729652456787563,-0.14805635332782718
2024,울산,178,12,12182.87,울산,236.0,329.81,44.53360215053763,4.076344086021505,0.0,2.639784946236559,31,9.19934003866135,2024-12,1.1880021598336743,15.550000000000011,178.01,-3.60853494623656,0.1566196236559141,-34.975,-0.2736001968190571,1.0980394019919955,0.08996275784167884,1.0399458065059237,0.14805635332775058
